Seconds,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney L,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Kidney R,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Liver,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Aorta Wall,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Ventricle,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Myocardium,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Gall Bladder,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas,Pancreas
1119.523,13.25832,22.29248,15.84476,9.869482,17.10449,19.78992,31.95654,24.1774,23.35164,12.03935,19.50896,26.5399,17.83576,28.60617,12.72051,12.72051,11.21503,12.46173,25.38962,11.1984,18.56327,18.50561,19.48471,12.6277,23.04299,16.96311,10.39913,17.66607,21.65903,33.4872,25.451,24.30081,13.95536,24.40742,29.18592,19.64593,28.99886,13.53511,13.53511,11.78447,14.09003,25.56078,11.23857,22.58956,19.37188,21.26568,10.55126,18.00951,45.0754,10.67348,38.24483,23.51487,68.61228,74.94665,30.86229,29.81593,57.59174,25.9469,44.41397,31.73975,31.64412,31.64412,27.14264,33.27575,30.44939,12.47855,67.90176,42.01073,46.08688,11.84437,22.86018,10.76732,8.137935,14.38547,22.27759,33.10371,16.54532,29.9497,9.744874,8.501357,20.33114,13.96902,29.46605,10.94006,10.94006,6.723356,13.89389,30.15592,13.51268,18.41956,12.10094,18.42246,6.650478,16.40486,7.991877,5.834744,7.592646,14.3868,24.63427,11.77831,13.65552,4.625984,7.645966,8.779136,5.946548,14.27511,6.406315,6.406315,4.238708,6.855292,9.706877,9.602868,6.755919,5.056092,7.56736,12.3193,22.52245,12.10041,8.156894,14.89151,23.68789,34.16092,21.507,24.75595,11.68245,18.51171,20.86984,15.46254,29.12659,11.47574,11.47574,8.529764,12.93594,29.3732,10.02927,19.42543,15.28707,18.77842,6.520572,11.74758,4.76361,4.432318,7.271573,11.47194,14.4053,12.52443,14.18538,5.761018,10.61129,10.74963,6.444051,14.31507,4.877747,4.877747,4.113984,5.233999,12.56816,6.378554,11.52381,9.409959,11.81727,26.85496,4.684593,13.48445,7.319341,16.80317,5.639134,18.45527,47.54086,10.56339,27.51717,39.80852,31.90201,20.49962,5.85977,16.23779,16.23779,17.80157,11.16024,35.98885,4.611752,41.51023,6.354719,13.97965,8.193079,14.44728,7.982671,6.340441,11.31384,11.6958,15.70196,11.00571,15.27202,7.813909,15.63089,14.63394,14.29189,17.4264,7.995347,7.995347,4.20649,8.56278,17.80354,7.706974,11.43104,5.645847,12.21093
1129.573,13.26139,22.30941,15.78927,9.866405,17.07032,19.75537,31.88946,24.01936,23.29237,12.0428,19.5384,26.48512,17.79195,28.54932,12.72975,12.72975,11.23254,12.4616,25.36526,11.19329,18.5669,18.51748,19.46337,12.61452,23.06655,16.94766,10.41433,17.62981,21.65098,33.42747,25.19996,24.20405,13.9154,24.4109,29.16371,19.61298,28.9119,13.58358,13.58358,11.83572,14.07284,25.60456,11.25349,22.57147,19.34406,21.20368,10.53714,17.99513,45.05583,10.69407,38.28309,23.46184,68.80653,74.87772,30.79223,29.84233,57.63188,25.93332,44.50548,31.73857,31.71684,31.71684,27.2261,33.31483,30.5163,12.5116,68.09646,42.0488,46.11017,11.87598,22.76708,10.73099,8.110593,14.34258,22.18492,33.01193,16.375,29.53723,9.736223,8.50233,20.2379,13.90036,29.37107,10.88277,10.88277,6.720631,13.90971,30.14897,13.4963,18.36756,12.06935,18.37262,6.712587,16.32635,7.932306,5.787048,7.599199,14.43817,24.49919,11.95204,13.73498,4.61652,7.69801,8.762129,5.901326,14.29046,6.425179,6.425179,4.279626,6.86426,9.710965,9.598002,6.713155,5.02787,7.538486,12.2244,22.3789,12.02672,8.097252,14.86855,23.73294,34.15657,21.38406,24.76749,11.65951,18.7367,20.79098,15.11842,28.92242,11.42198,11.42198,8.57659,12.79809,29.71469,9.956492,19.30991,15.27502,18.39185,6.583502,11.69295,4.731864,4.406892,7.284479,11.41039,14.42043,12.56324,14.117,5.753255,10.58652,10.69717,6.435097,14.23318,4.862743,4.862743,4.099775,5.260519,12.53944,6.385787,11.49914,9.423853,11.87023,27.01628,4.777385,13.98577,7.611359,17.02168,5.686279,18.72642,50.18929,11.5028,28.02507,40.20064,32.61514,20.47578,5.934646,16.1232,16.1232,17.72362,10.80741,36.63505,4.640801,41.649,6.332759,13.87578,8.156589,14.51137,8.004092,6.335236,11.30425,11.6646,15.35858,11.02718,15.12132,7.858838,15.84776,14.63947,14.34848,17.32235,8.047598,8.047598,4.173059,8.605819,17.89624,7.782348,11.22739,5.621121,12.26227
1139.623,13.26447,22.32634,15.73378,9.863328,17.03614,19.72081,31.82237,24.01268,23.2331,12.04411,19.56783,26.43034,17.74813,28.49247,12.739,12.739,11.25005,12.46147,25.34089,11.19043,18.57052,18.52934,19.44203,12.60135,23.09011,16.93221,10.42954,17.59354,21.64292,33.36775,25.13042,24.10728,13.87146,24.41438,29.1415,19.58004,28.82494,13.63205,13.63205,11.88697,14.05564,25.64834,11.2642,22.55337,19.31624,21.14169,10.52301,17.98074,45.03626,10.71465,38.32135,23.40881,69.00079,74.98194,30.72216,29.89035,57.67202,25.91974,44.59698,31.73739,31.78955,31.78955,27.30957,33.35391,30.58322,12.53801,68.29117,42.08688,46.13347,11.90759,22.67397,10.69465,8.083252,14.29968,22.09224,32.92015,16.27942,29.12476,9.723812,8.503303,20.14465,13.8317,29.27609,10.82549,10.82549,6.717907,13.92553,30.14201,13.48381,18.31555,12.03775,18.32278,6.774697,16.24783,7.872734,5.739351,7.605752,14.48955,24.36412,11.85001,13.81445,4.599641,7.750054,8.745122,5.856104,14.3058,6.444044,6.444044,4.320545,6.873229,9.715054,9.583524,6.67039,4.999649,7.509611,12.12951,22.23535,11.95302,8.03761,14.84558,23.77798,34.15222,21.27562,24.77903,11.67137,18.9617,20.71212,14.7743,28.71825,11.36821,11.36821,8.623415,12.66025,30.05619,9.893492,19.19439,15.26297,18.00528,6.646432,11.63832,4.700117,4.381467,7.297385,11.34885,14.43556,12.55688,14.04862,5.743602,10.56175,10.64471,6.426143,14.15128,4.847739,4.847739,4.085567,5.28704,12.51072,6.387694,11.47448,9.437746,11.92319,27.17759,4.870176,14.48709,7.903376,17.24019,5.733424,18.99757,48.92701,12.44221,28.1871,40.59275,33.32827,20.45194,6.009523,16.00861,16.00861,17.64566,10.45458,37.28125,4.672653,41.78776,6.3108,13.77191,8.120099,14.57546,8.025513,6.330031,11.29465,11.63341,15.0152,10.83764,14.97063,7.936361,16.06462,14.645,14.40506,17.21829,8.09985,8.09985,4.139629,8.648857,17.98895,7.842725,11.02374,5.596395,12.31362
1149.674,13.26755,22.34326,15.67829,9.860251,17.00936,19.69931,31.75529,24.01272,23.17383,12.04294,19.60432,26.4384,17.70689,28.44516,12.68416,12.68416,11.25254,12.46134,25.31653,11.19921,18.57529,18.50792,19.42069,12.58817,23.11367,16.91676,10.44474,17.63519,21.64952,33.30803,25.06892,24.01052,13.82285,24.43318,29.13067,19.57113,28.76272,13.52287,13.52287,11.89683,14.03845,25.69212,11.25307,22.54854,19.33919,21.07969,10.50888,17.96636,45.01669,10.73524,38.35016,23.37438,69.19505,75.09383,30.6521,29.96375,57.84321,25.99879,44.65092,31.73784,31.73059,31.73059,27.36729,33.393,30.65013,12.52993,68.38396,42.13248,46.15677,11.93921,22.58087,10.65831,8.05591,14.26249,22.01871,32.82838,16.18715,28.71229,9.706987,8.527005,20.03401,13.82082,29.1979,10.73682,10.73682,6.706777,13.94135,30.13505,13.49147,18.24327,12.00278,18.27294,6.836807,16.16932,7.813163,5.691655,7.653725,14.51537,24.22905,11.73576,13.89391,4.574058,7.763709,8.766324,5.802537,14.30211,6.409452,6.409452,4.32886,6.882198,9.719142,9.519156,6.676549,5.017085,7.480737,12.03461,22.09179,11.87932,7.977968,14.79266,23.77366,34.14787,21.16782,24.79058,11.72408,18.90037,20.65021,14.67901,28.54691,11.29023,11.29023,8.608981,12.5224,30.39768,9.881223,19.07205,15.00511,17.61871,6.709362,11.58368,4.668371,4.356041,7.307319,11.30612,14.45069,12.54852,13.98024,5.731734,10.5394,10.65452,6.443222,14.08973,4.832171,4.832171,4.057478,5.31356,12.482,6.361958,11.43534,9.405287,11.97615,27.33891,4.962968,14.98841,8.195394,17.47119,5.776462,19.26871,47.4913,13.38162,27.94319,41.23864,34.11419,20.73919,6.081332,16.01738,16.01738,17.72893,10.10175,37.92745,4.719061,43.37707,6.355367,13.66804,8.083609,14.63954,8.046934,6.324827,11.18237,11.67244,14.67183,10.63875,14.81994,8.05214,16.18085,14.70544,14.34487,17.15335,8.066831,8.066831,4.141898,8.691896,18.08165,7.82526,10.9919,5.607578,12.36496
1159.724,13.27918,22.36019,15.6228,9.857173,16.98376,19.71382,31.70176,24.01276,23.11456,12.04176,19.643,26.45644,17.66762,28.42416,12.61915,12.61915,11.25445,12.46121,25.32511,11.20799,18.58064,18.46966,19.39935,12.5839,23.13723,16.90131,10.45994,17.6892,21.69651,33.31716,25.00743,23.91375,13.77423,24.45673,29.12165,19.58077,28.76874,13.38867,13.38867,11.90508,14.02126,25.71787,11.24195,22.55042,19.38784,21.01769,10.50062,17.95197,44.99712,10.75582,38.37746,23.39125,69.29017,75.20572,30.58204,30.03715,58.05498,26.09254,44.67587,31.74283,31.65074,31.65074,27.424,33.43208,30.70937,12.52186,68.42518,42.1819,46.18006,11.95265,22.48777,10.62197,8.028569,14.2262,21.99797,32.70128,16.09488,28.29983,9.690162,8.557747,19.9206,13.85451,29.16603,10.64317,10.64317,6.695321,13.95717,30.08699,13.49914,18.16073,11.96611,18.22311,6.85986,16.0908,7.753592,5.643959,7.708271,14.4707,24.15235,11.6215,13.97338,4.548475,7.765475,8.793591,5.742532,14.24589,6.366376,6.366376,4.335906,6.891167,9.723715,9.454788,6.707462,5.057623,7.451863,11.97724,21.94824,11.80563,7.918327,14.735,23.63311,34.03851,21.06002,24.80212,11.77679,18.75037,20.591,14.77568,28.46618,11.20839,11.20839,8.592163,12.38456,30.52637,9.868954,18.94628,14.62288,17.23214,6.751265,11.52905,4.636624,4.330615,7.316781,11.31528,14.37156,12.54015,13.91187,5.719866,10.51781,10.67421,6.480382,14.0843,4.816514,4.816514,4.028849,5.340081,12.48227,6.336221,11.38888,9.349375,12.02911,27.5258,5.05576,15.48974,8.487412,17.70417,5.808171,19.14737,46.05559,14.32102,27.69927,41.96313,34.91167,21.26639,6.144682,16.04573,16.04573,17.81849,9.748923,38.73667,4.765469,45.70028,6.433594,13.56418,8.056499,14.70363,8.068355,6.319622,11.0538,11.90522,14.89875,10.43985,14.66925,8.167919,16.26592,14.7746,14.1946,17.19632,8.02028,8.02028,4.145556,8.734935,18.00411,7.807796,11.047,5.636929,12.4163
1169.774,13.31381,22.37712,15.56731,9.854096,16.95815,19.72833,31.65029,24.0128,23.05529,12.04059,19.68167,26.47448,17.62835,28.40317,12.55414,12.55414,11.25636,12.46108,25.37083,11.21677,18.58598,18.4314,19.37801,12.60358,23.16079,16.88586,10.47514,17.7432,21.7435,33.33677,24.94593,23.81699,13.72561,24.48027,29.11263,19.5904,28.77477,13.25447,13.25447,11.91332,14.00406,25.72329,11.23082,22.55229,19.43649,20.95569,10.50815,17.93759,44.97755,10.77641,38.40477,23.40812,69.37021,75.31761,30.51197,30.11055,58.26674,26.18629,44.70082,31.74781,31.57088,31.57088,27.48072,33.47116,30.75994,12.51378,68.4664,42.23132,46.20336,11.91723,22.39466,10.58563,8.001227,14.18992,21.97723,32.56881,16.00261,27.88736,9.673337,8.588489,19.80719,13.88821,29.13417,10.54952,10.54952,6.683864,13.97299,29.99257,13.5068,18.07819,11.92943,18.17327,6.777863,16.01229,7.69402,5.596263,7.762817,14.42603,24.08453,11.50724,14.05284,4.522892,7.767241,8.820857,5.682527,14.18967,6.323301,6.323301,4.342953,6.900135,9.728836,9.39042,6.738375,5.09816,7.422988,12.02083,21.80468,11.73193,7.858685,14.67733,23.49257,33.91319,20.95223,24.81366,11.82949,18.60036,20.53178,14.87234,28.38544,11.12656,11.12656,8.575344,12.24672,30.41512,9.856686,18.8205,14.24064,16.84557,6.736613,11.47441,4.604878,4.30519,7.326243,11.32445,14.27809,12.53179,13.84349,5.707997,10.49622,10.6939,6.517543,14.07886,4.800857,4.800857,4.00022,5.366601,12.51523,6.310485,11.34241,9.293464,12.08208,27.7815,5.148551,15.99106,8.779429,17.93715,5.83988,18.96636,44.61988,15.26043,27.45535,42.68761,35.70914,21.7936,6.208031,16.07407,16.07407,17.90804,9.396094,39.72969,4.811876,48.02349,6.511821,13.46031,8.054617,14.76772,8.089776,6.314417,10.92523,12.13801,15.21238,10.24095,14.51856,8.283699,16.35099,14.84375,14.04433,17.23928,7.973729,7.973729,4.149215,8.777974,17.73462,7.790331,11.10209,5.66628,12.46764
1179.824,13.34844,22.39405,15.51182,9.836975,16.93254,19.74284,31.59882,24.01284,22.99602,12.03941,19.72034,26.49252,17.58909,28.38217,12.48914,12.48914,11.25827,12.45087,25.41656,11.22555,18.59133,18.39314,19.35667,12.62327,23.18435,16.87041,10.44922,17.79721,21.79049,33.35637,24.88443,23.72022,13.677,24.50381,29.1036,19.60003,28.78079,13.12028,13.12028,11.92157,13.99088,25.72872,11.2197,22.55417,19.48514,20.89369,10.51567,17.9232,44.95798,10.7795,38.43207,23.42499,69.45026,75.42951,30.44191,30.18395,58.47851,26.28004,44.72577,31.75279,31.49102,31.49102,27.53744,33.51019,30.81052,12.5057,68.50762,42.28073,46.22666,11.8818,22.30156,10.54929,7.983664,14.15363,21.9565,32.43634,15.91035,27.47489,9.656512,8.619231,19.69378,13.9219,29.1023,10.45587,10.45587,6.672408,13.9826,29.89815,13.51447,17.99564,11.89275,18.12343,6.695865,15.93378,7.634449,5.568645,7.817363,14.38137,24.01671,11.39299,14.13231,4.49731,7.769007,8.848123,5.622523,14.13345,6.280225,6.280225,4.349999,6.914041,9.733957,9.326052,6.769287,5.138697,7.394114,12.06442,21.66113,11.65823,7.852626,14.61967,23.35203,33.78786,20.84443,24.8252,11.8822,18.45036,20.47257,14.969,28.30471,11.04473,11.04473,8.558526,12.12642,30.30386,9.844417,18.69472,13.85841,16.45901,6.721961,11.41978,4.573131,4.296007,7.335706,11.33362,14.18463,12.52342,13.77511,5.696129,10.47463,10.7136,6.554703,14.07343,4.7852,4.7852,3.971591,5.383684,12.54818,6.284748,11.29595,9.237552,12.13504,28.03719,5.241343,16.49238,9.099914,18.17013,5.871589,18.78535,43.18417,16.19984,27.21143,43.4121,36.50661,22.3208,6.27138,16.10242,16.10242,17.9976,9.092159,40.72271,4.858284,50.3467,6.590047,13.35644,8.052735,14.8318,8.111197,6.329946,10.79666,12.37079,15.526,10.04205,14.36787,8.399478,16.43606,14.91291,13.89406,17.28224,7.927177,7.927177,4.152873,8.808595,17.46513,7.772866,11.15719,5.695631,12.51899
1189.874,13.38307,22.41097,15.45633,9.815859,16.90694,19.75735,31.54735,24.01288,22.93675,12.03824,19.75902,26.51056,17.54982,28.36118,12.42413,12.42413,11.26017,12.39519,25.46228,11.23433,18.59667,18.35488,19.33533,12.64295,23.20791,16.85496,10.4116,17.85122,21.83748,33.37598,24.82294,23.62346,13.62838,24.52735,29.09458,19.60967,28.78681,12.98608,12.98608,11.92982,13.99578,25.73414,11.20857,22.55605,19.53379,20.83169,10.52319,17.90881,44.93841,10.77762,38.45938,23.44186,69.53031,75.5414,30.37184,30.25735,58.69028,26.37379,44.75072,31.75777,31.41117,31.41117,27.59416,33.54897,30.8611,12.49762,68.54884,42.33015,46.24995,11.84638,22.20846,10.51295,7.968882,14.11734,21.93576,32.30387,15.81808,27.06242,9.639688,8.649972,19.58037,13.95559,29.07044,10.36222,10.36222,6.660951,13.96422,29.80373,13.52213,17.9131,11.85607,18.07359,6.613867,15.85526,7.574878,5.546738,7.871909,14.3367,23.94889,11.27873,14.21177,4.471727,7.770773,8.875389,5.562518,14.07723,6.23715,6.23715,4.357045,6.950205,9.739078,9.261684,6.8002,5.179235,7.36524,12.10801,21.51757,11.58454,7.861812,14.562,23.21148,33.66253,20.73663,24.83674,11.93491,18.30035,20.41335,15.06567,28.22397,10.9629,10.9629,8.541708,12.08523,30.19261,9.832148,18.56895,13.47618,16.07244,6.707309,11.36515,4.541385,4.291445,7.345168,11.34278,14.09116,12.51506,13.70674,5.68426,10.45304,10.73329,6.591863,14.06799,4.769543,4.769543,3.942962,5.35821,12.58114,6.259012,11.24949,9.18164,12.188,28.29288,5.334134,16.9937,9.428496,18.40311,5.903298,18.60433,41.74846,17.13925,26.96752,44.13659,37.30408,22.84801,6.334729,16.13077,16.13077,18.08715,9.008693,41.71574,4.904692,52.66991,6.668274,13.25258,8.050853,14.89589,8.132618,6.351373,10.66809,12.60357,15.83963,9.843152,14.21718,8.515257,16.52113,14.98206,13.74379,17.3252,7.880626,7.880626,4.156531,8.783222,17.19564,7.755402,11.21228,5.724982,12.57033
1199.925,13.4177,22.4279,15.40084,9.794742,16.88133,19.77186,31.49587,24.01292,22.87748,12.03706,19.79769,26.5286,17.51056,28.34018,12.35912,12.35912,11.26208,12.33951,25.50801,11.24311,18.60202,18.31662,19.30962,12.66263,23.23147,16.8395,10.37398,17.90523,21.88447,33.39558,24.76144,23.52669,13.57977,24.5509,29.08555,19.6193,28.79284,12.85188,12.85188,11.93807,14.00069,25.73957,11.19745,22.55793,19.58244,20.77814,10.53072,17.89443,44.91884,10.77573,38.48668,23.45873,69.61036,75.65329,30.30178,30.33075,58.90205,26.46754,44.77567,31.76276,31.33131,31.33131,27.65087,33.58776,30.91168,12.48954,68.59006,42.37957,46.27052,11.81095,22.11535,10.47662,7.9541,14.08106,21.91502,32.1714,15.72581,26.64995,9.622863,8.680714,19.46696,13.98928,29.03857,10.26858,10.26858,6.649495,13.94585,29.70931,13.5298,17.83056,11.81939,18.01806,6.531869,15.77675,7.515307,5.524832,7.926455,14.29203,23.88107,11.16447,14.29123,4.446144,7.772539,8.902656,5.502513,14.02101,6.194075,6.194075,4.364091,6.98637,9.744199,9.197316,6.831112,5.219772,7.3451,12.1516,21.37402,11.51084,7.870997,14.50434,23.07094,33.53721,20.62884,24.84829,11.98762,18.15034,20.35414,15.16233,28.14324,10.88107,10.88107,8.524889,12.04404,30.08135,9.81988,18.44317,13.09394,15.7676,6.692657,11.31051,4.509638,4.286883,7.35463,11.35195,13.99769,12.50669,13.63836,5.672392,10.43145,10.75298,6.629023,14.06256,4.753886,4.753886,3.914333,5.332736,12.61409,6.233275,11.20303,9.125729,12.22018,28.54857,5.426926,17.49502,9.757079,18.63609,5.935007,18.42332,40.31275,18.07866,26.7236,44.86107,38.10156,23.37521,6.398079,16.15911,16.15911,18.1767,8.925228,42.70876,4.9511,54.99312,6.746501,13.1855,8.048971,14.95997,8.154039,6.3728,10.53952,12.83635,16.15326,9.644254,14.06648,8.631036,16.6062,15.05121,13.59352,17.36817,7.834075,7.834075,4.16019,8.75785,16.92614,7.737937,11.26738,5.754334,12.56002
1209.975,13.45233,22.41969,15.34535,9.773626,16.85572,19.78637,31.4444,24.01296,22.81821,12.03589,19.83636,26.54664,17.47129,28.31919,12.29412,12.29412,11.26399,12.28384,25.55374,11.25189,18.60736,18.27836,19.26544,12.68231,23.23888,16.82405,10.33636,17.95924,21.93145,33.41519,24.69995,23.42993,13.53115,24.57444,29.07653,19.62893,28.79886,12.71768,12.71768,11.94632,14.00559,25.74499,11.18632,22.55981,19.63109,20.76025,10.53824,17.88635,44.89927,10.77385,38.51399,23.4756,69.69041,75.76519,30.23171,30.40415,59.11381,26.56129,44.80063,31.76774,31.25145,31.25145,27.70759,33.62654,30.96226,12.48147,68.63128,42.42898,46.27956,11.77553,22.06588,10.44028,7.939318,14.04477,21.89429,32.03893,15.63354,26.23748,9.606038,8.711456,19.35355,14.02297,29.00671,10.17493,10.17493,6.638038,13.92747,29.61489,13.53746,17.74801,11.78271,17.93851,6.449871,15.70567,7.455735,5.502926,7.981001,14.24737,23.81325,11.05022,14.3707,4.420561,7.774305,8.929922,5.442508,13.96479,6.150999,6.150999,4.371137,7.022535,9.749321,9.132948,6.862025,5.26031,7.361833,12.19519,21.27794,11.43714,7.880183,14.44667,22.9304,33.41188,20.52104,24.85983,12.04033,18.00034,20.29493,15.25899,28.06251,10.79924,10.79924,8.508071,12.00285,29.9701,9.807611,18.31739,12.71171,15.80783,6.678005,11.26277,4.477892,4.282321,7.364092,11.36111,13.90423,12.49833,13.56998,5.660524,10.40985,10.77267,6.666183,14.05712,4.738229,4.738229,3.885704,5.307262,12.64705,6.207539,11.15656,9.069817,12.16461,28.80426,5.489442,17.99634,10.08566,18.86907,5.966716,18.24231,38.87704,19.01807,26.47968,45.58556,38.89903,23.90242,6.461428,16.18746,16.18746,18.26626,8.841762,43.70179,4.997507,57.31633,6.824728,13.27375,8.04709,15.03034,8.17546,6.394227,10.41095,13.06914,16.46688,9.445355,13.91579,8.746815,16.69127,15.12037,13.44325,17.41113,7.787524,7.787524,4.163848,8.732477,16.65665,7.720472,11.32247,5.783685,12.28943
1220.025,13.48696,22.35168,15.28986,9.752509,16.83012,19.80088,31.39293,24.013,22.75894,12.03471,19.87504,26.56468,17.43202,28.29819,12.22911,12.22911,11.2659,12.22816,25.59946,11.26067,18.61271,18.24009,19.22127,12.70199,23.20788,16.8086,10.29874,18.01325,21.97844,33.43479,24.63845,23.33316,13.48254,24.59798,29.0675,19.63856,28.80489,12.58348,12.58348,11.95457,14.0105,25.75042,11.17519,22.56169,19.67974,20.74235,10.54576,17.89328,44.87971,10.77196,38.54129,23.49247,69.77046,75.87708,30.16165,30.47755,59.32558,26.65504,44.82558,31.77272,31.17159,31.17159,27.76431,33.66533,31.01284,12.47339,68.6725,42.4784,46.28859,11.74011,22.12018,10.40394,7.924536,14.00848,21.87355,31.90646,15.54127,25.82501,9.589213,8.742197,19.24014,14.05666,28.97484,10.08128,10.08128,6.626582,13.90909,29.52047,13.54513,17.66547,11.74604,17.85896,6.367873,15.65227,7.396164,5.48102,8.035547,14.2027,23.74542,10.93596,14.45016,4.394978,7.77607,8.957188,5.382504,13.90857,6.107924,6.107924,4.378183,7.0587,9.754442,9.06858,6.892937,5.300847,7.378567,12.23878,21.29478,11.36345,7.889368,14.38901,22.78985,33.28656,20.41324,24.87137,12.09304,17.85033,20.23571,15.35566,27.98177,10.71741,10.71741,8.491252,11.96166,29.85884,9.795342,18.19162,12.32948,15.84805,6.663353,11.23141,4.446145,4.277759,7.373555,11.37028,13.81076,12.48996,13.5016,5.648655,10.38826,10.79236,6.703344,14.05169,4.722572,4.722572,3.857075,5.281788,12.68,6.181802,11.1101,9.013906,12.10904,29.05995,5.479956,18.49767,10.41424,19.10205,5.998425,18.0613,37.44133,19.95748,26.23577,46.31005,39.6965,24.42963,6.524777,16.2158,16.2158,18.35581,8.758297,44.69481,5.043915,59.63954,6.902955,13.36199,8.045208,15.11563,8.196881,6.415654,10.28238,13.30192,16.78051,9.246457,13.7651,8.862595,16.77634,15.18952,13.29298,17.45409,7.740972,7.740972,4.167507,8.707105,16.38716,7.703008,11.37757,5.813036,12.01884
1230.075,13.52159,22.28367,15.2818,9.731393,16.80451,19.81539,31.34146,24.01304,22.69967,12.03354,19.91371,26.58272,17.39276,28.27719,12.1641,12.1641,11.26781,12.17248,25.64519,11.26945,18.61805,18.20183,19.1771,12.72168,23.17688,16.7472,10.26112,18.06726,22.02543,33.4544,24.57696,23.2364,13.43392,24.62152,29.05848,19.6482,28.81091,12.44929,12.44929,11.96281,14.0154,25.75584,11.16407,22.56357,19.72839,20.72446,10.55329,17.90022,44.90843,10.77008,38.5686,23.50934,69.85051,75.98897,30.09158,30.55095,59.53735,26.74879,44.85053,31.7777,31.09174,31.09174,27.82103,33.70411,31.06342,12.46531,68.71372,42.52782,46.29763,11.70468,22.17448,10.37319,7.909755,13.9722,21.85282,31.77399,15.449,25.41254,9.572388,8.772939,19.12673,14.09035,28.94298,9.98763,9.98763,6.615125,13.89071,29.42605,13.55279,17.58293,11.70936,17.7794,6.285876,15.59887,7.346931,5.459113,8.090093,14.15803,23.6776,10.8217,14.52963,4.369395,7.777836,8.984454,5.322499,13.85235,6.064848,6.064848,4.385229,7.094865,9.759563,9.004212,6.92385,5.341385,7.3953,12.28237,21.31161,11.31454,7.898554,14.33134,22.64931,33.16123,20.30545,24.88291,12.14574,17.70033,20.1765,15.45232,27.90104,10.63557,10.63557,8.474434,11.92048,29.74759,9.783073,18.06584,11.94724,15.88827,6.648701,11.20005,4.45415,4.273197,7.383017,11.37944,13.7173,12.4816,13.43323,5.636787,10.36667,10.81206,6.740504,14.04625,4.706915,4.706915,3.828446,5.256314,12.71296,6.156066,11.06364,8.957994,12.05346,29.31564,5.470469,18.71789,10.74283,19.33503,6.030134,17.88028,36.00562,20.89689,25.99185,47.03453,40.49397,24.95683,6.588127,16.24415,16.24415,18.44537,8.674831,45.68783,5.090323,61.96275,6.981181,13.45024,8.043326,15.20092,8.206494,6.437082,10.15381,13.5347,17.09414,9.047558,13.61441,8.978374,16.86141,15.25868,13.14271,17.49706,7.694421,7.694421,4.171165,8.681732,16.11767,7.685543,11.43266,5.842387,11.74825
